filepath,label
/home/ubuntu/Desktop/anh_clean_ML/image_6DDBFB714B27AB87930FA204CC1A0A7B1053BCA5F2D16AEC81601735E698A32E.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_d9abe6b28789bc3bef0a8ae802f0852c.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_9A09F1022BF84A178A092331F400BAA39FAC3C997C73E9771D78451ACBA22143.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_3c1f32ea999c316017e9653b79021802.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_0A934058B378F821E1D86AE349ADB3EEC27AA555A576A067A374EEEE7885F9CF.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_17210D811E3E3AFFDB819BDBCBB78D09E55CE3157AA7488D005D43723151D182.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_e54ac18c27e69fddbe92515520c88cc0.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_10B477DFAB87ACEBBC5F4EFA4B6BF1366F2CAACBC44F32502B7EEF6047EB3237.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_B5460FF9B147636AF7899E7723D75328D1EE9FF84C1383B7778C6C47697F33BA.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_APK000F9E0856489CE8796FCA3D9BDD2C6D4DF3C383E47FF1CBCD0CAA3D12F7FDF3.apk.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_869E12B2DC037B74E979117AE46DE478F35B4F6FC0361D3C7E8FD92C5F27CD86.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_1b8aea2ad2d28fbf0900b54db66bcd58.png,1
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_425df378d7ddf5fcc05289a0b20c86df.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_643A3D91038D1BB683557644CA4F3EBC534F00EB9E007B15148B8CAA59B2726B.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_E62D301C865CF5ABAD6BF42E64E3E443A9211520A6F01FA777A42F23478F25F0.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_50F88B10E831005D7768806CE8A02FEA36F4D93A86B5E00A49F9142894A8AB73.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_8525e84c5665b5b71043fc6449ff396d.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_58D8648E86A2394877CBC4F41EC5DD01044C8557EAEDB801FE0DBDE47F826383.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_AAB6C1840ADE66BB3E03866F26AED4B0745D05A76CFF07EBF065E6BDDE98E2D9.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_8fafcbb5b8b0cba62dfaaf703848343d.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_22444FBFCA2B1BDDB15D2796E4805D5FDA7F7FFFA734C841674596FB900A1110.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_06AA9DF40D6257A6902CACFEE11CEF3E50BFE9C50215082142B8CDD818CD3A01.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_beef182333301970a45ee6cfb64cba9f.png,1
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_f5ba564b701ef5b291ef97520cddb17b.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_12C998F8D71B90543DC6E7F62C7C725B304779564C97750A0E7A8A50678A5366.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_59a8b12d943eedfc2c817ee6c4d551fa.png,1
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_eff6d9afa39211e22d29f48aaa781407.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_0CB6CB54C91AC5C9CE0233267B00B11C6B2C886D270188BC49AD6D8DDC833A99.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_99bbd6bb53f2b8cc26c68cef7a87155e.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_139C6B27279B1848A7C04F334B71602FB1CE56DB58644F7605CBB37E61CE3688.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_11954E9947155A52F368E9B4AF1516EF13793AB8FF86723A1F9E0BC267979580.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_d9833d11cd7ceeeca7d4e19d14c6525c.png,1
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_febedd76f0e8c66d5408493268ec4ee1.png,1
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_d11b303206b5f59a26d262ef2abb450d.png,1
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_92aa6588f7626d68ca885ef094ad407f.png,1
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_b807aa9028a78c65515541a7b37b9311.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_18C08130E039B50710EA9B64F21647C62D554F355084506A97244C1004F30584.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_0BE91B697AED1729A7F13EC93085A6C29F28A26DF49F7CE3DDFC1CBEE2296051.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_ae4c2930b0d2731c9244bfd2f4d07b32.png,1
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_ec78b9a6c9b30d8e3cb450ea324d5272.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_2943B21665FE96FABA395A572705F5109C69A9188A7E2D3EDA06BDE7B38EFC53.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_154d505e9cb7b30f951ae74f1b8f445e.png,1
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_6e07d9a368f949f253b5b5baf1c3add8.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_63B9D8B8FAC7EF9EB3D7A352CD70A4A55C8C68956A8CF604B10B09ECAAFA624B.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_073B8CC21A4222B5B8D5A7907470B4C585B6242F3CC0FF3DA77AABD12B1715F6.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_26183D5E5B49DE8F791F441F9CA04FCB01E16C52E24AA443634CBBA6F6DBAA6F.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_71F99F01BDB4E2DE326F8074F25FDA46CE22BB8A289A1F7ACD720689218460B4.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_21d8da0125faf2c4ebcc36771c3c133d.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_589FD15B3757D1F87D2B43157EBFC69B3A84FE2AA959F7D7351D7FE82749B4F9.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_69c320a537fb3b9cae5a7be54dc46604.png,1
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_689a1faba6f48241091a420b406d18be.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_B0BF458976F2F8D4A17C65A1FF4898EC4E8F39AC5E0A756BA33FF964CC55C441.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_E32DB320C300D44E7C8BA90E6A8F8BDBDC9D4169866B27FC45D615E0F38721C4.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_20beb6e219eea76c9621350a4c1b2ff3.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_2D0BFB1EEFFABDAC29CC1FA0E067BC89D78EE55F56440F3139E15BDA51BA5821.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_2FC50043A4073CF44A9C9A211B91BD8840478EFC62239A93E4C4B62EC5979F74.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_0655BE5B00EC8882D25A0C7F027FE942C5F59DDC00D7DA377BA8A21C475DF896.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_7c2b4617a8519b9d182b4f82472e5da7.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_D77E717CD29416367DB1329924D0FCB7665862F7EB1D4F510C8CB373525F3554.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_3a2f744fc53d822abe6fc8eb72569fe4.png,1
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_ca45dda073fd9063e912694c30b8ac97.png,1
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_e8559cf52e43ae714fa0dd6a8400ff7f.png,1
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_5a1ba7546b5eb54a8b29451d04f09852.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_2518B5BBBA66416AAF4708EEE1C4AEDD48A3AEE37BADA3F9D54B73B5A8CF3F1A.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_E54760DE422FD1DC96F11FA0776F94C0C0902C6FFCFC25F83D39D45A1498D280.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_07F9EA13C4133A5FC0D8B2ABDBBAD27CF5DA7E35B773E13D2F5EC9EFBA6D32EC.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_48e48fa2d117ca7a266e73888448f9e7.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_9D8348F2D5528C71F7249C394E140A84BC0CB643CCC0B67AAE955951B538383E.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_2EB58A60E29C797D40375FDB58ED78243D7E7E309A539E1082E376AE32CD2ECA.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_E6B912F70137C2E005890CD7BB2F9DEB4F96B00A8EBDC28EB78A263161ED748E.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_B4A94F38E3C9BEE4EDB7C57B52F50CC5C5B1D9AD88702093B16D96335A8E2B3F.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_85f12da7daa390d1a7c604bd2c249c2d.png,1
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_eeb983ff5b8fed5a936de254f6aab9a8.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_4AAE479B8321A795CE3F3738C27125DB11261BC0B2046AF7A06C4091A38A94AE.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_ebee792d6aa849d41cb3ad1b7b9dbb0f.png,1
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_ed59b765abcc116e2f5fa4dfbf4ea14b.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_0CA368B1410A11E0CDB488969AF9B2F3898EC73486755321ACE06A4A6C47F043.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_472F530F81CB4D04E531E3057E4130F9583E911799F84DFD7C39BC7CABD4B974.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_31f7bc73a1c2c0d9a565a926c1027154.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_BE0E6EB53522155C92F04B56A9A4DE48B20A5C717CF9AFBD5F8CF2F2D6192AB5.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_42618C6F6705C8FB129FFD11F241FBD778AE44FC709BD49611D9486B2B9516DC.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_Benign9416E60293103C1089E0F0497C23194F148AF2EB0CFB21A9276F849D1091823D.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_31d2552e31fd3a38e72ab6e0e3fc4f7f.png,1
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_4050aa87b999dca94366c61a21727540.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_928F7D92B7F0061678693044E5DF536126665434F37057A4CF81B7CB8F826259.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_A5163ED5EFFCAAA9D1C59D20FF9F258478E91A9DE512D5D8A041B0B3E2E3D1C7.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_a8c26c1d340932fa8d8c58bec1d19a12.png,1
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_27ffa22c871eaa14e61fcf27b4eb754c.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_8159D13A0678C96D062A3C0EAC5D8A1854D4EC65D6BB80DAA939BDA1ACFDDBAF.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_a986d8bd896099aea4071b6ef9f2057d.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_078761ED4722808FAFFDA953C03C19F2A04112FB421C6D742A00675DD6F7A3BA.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_8cd9a66a03f2e7f35ae68a7be3b9f572.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_4A83AFBF6A5DABE0CF3B9EA070D5BCFFE236674E349BD3FD093B278FB63AFE1C.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_BDCAB136BBFC72E2B4F9BB5046C13D0DCA15B0FC7952DC64FB41C26FBAC3BC70.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_d52a42b28bb1eb0f97d3162ce2f9000b.png,1
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_5169a345c4dc7c8b6a017e99d717086a.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_06E1A99A86F2E57B81FC9DAFC8DA58D5706A9915CC0CB5FDEBF8BF4B579DB0AC.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_75da4da6ec681d6280756f738b4eab11.png,1
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_aa1a870fc9e98d334480a72a62c89d39.png,1
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_4d057cb04eb21fe9faeaa1cca35abf4d.png,1
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_dea28ed03914b4009401f4ef82613dd7.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_451A0DCFE1D4A30A14E06CB6F135FA701D5426D592C4773DA05808650ADF6828.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_435c378da984272dae41b294748b2dd8.png,1
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_dcc6354c1f58fb7551a3e29cde7404da.png,1
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_e22a718985d78e9ab092f8d6a69dd39f.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_BA2D7AD0F328A5D2060D2E670DB6A221B407C7DF9D14A4C410D7B6D59BF9BB2F.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_05FFFA3BD387AECE60CBF58433F4F1FD590157194E2863A70E9DA98C32CCE82F.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_8822D8A565977C10A3F68178D2E1ECFA2D5C2224E89131AD0037D2CEAB3DA303.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_DE23EDF9273F8F5A2BF32EECE7A9F211E17061390AC5D76862FCFFAA7D97014F.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_2EDCA8CE02AFB45DA116C85E338A6B6566CF4E01CBF1BC75C0B3EE96B99DD942.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_76d15884ef2db5fcb2b3f2563d6607af.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_5DD5D072175FD4A10C3D02BF495D27D1455314AC21D59F5B9EBF9686F3AFCC91.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_0B42ECB9246AA5B639D86276DB91455053419494D778FEC4AAA29759AD3F36F5.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_395e15c7b133578b144aff6dc540bc8e.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_3F62B8F8E36389F15C4153C5A455497A849D076195E36F9F872FFB8EC688D611.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_807F8B87AC7873C29DD39108095EBD5AF14A078CBF14EFA778D69A0DB3F85C01.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_F6D95635899C255AA1B6B13140AB8629CCC86C26F2E95B46A96C8D052A21718D.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_280663a5ec77e965b41a69d033123df8.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_DA021D2C23845812368892272F3EC441EA1B0F0911721704CB3D3DD60A2B5750.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_86E4A33C31802FBFC171A60B6F8D5455282F6C4B78D0058F46E68301CE58440C.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_A0E4C48E1C9FA977E45260B433ACF7A733772AB0141A7E5D5434D2D9C8E9FFD1.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_D61C8B1EB649792BDE7EFFC087E3FFA0954FD5FE3D35D919EC0588974D236B77.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_70B73B904B252E1D634A7B2584CBE85C0F8CA1DD6D6B94FAFA0FA5BA264AB84C.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_16BA597DF3E7A49B61C8135D95DD36A3EDEBDDA4EDB215DAD1F11081C19AC126.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_4535a472f65658dc5c2584910ba01d6a.png,1
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_9de18a06e6e4ef6d290ecba6edaa8825.png,1
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_014b8e72dd937f8c4628e37ba4d631ff.png,1
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_fd5e858cbb8f114a507a3a3b2f7e66a3.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_0BC73195A4612429ADCAB3A7898068FFAED2326082AF9519914D13F3E7DE482A.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_1927EB424371DA009EF8615C62DDCE6CD099861290433DB692D3BCC4E248469C.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_D06D46551B5B04526C31FF14523F3DDDE0B434D4FAEE47913CAF49B68C79FCDA.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_159d6eb1332741ce734bdba63f0fa24d.png,1
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_3feb205f3a7ab8f779eec3002c1c2895.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_559498BC095E446E446E6C42EBCAA3FC7A9208FAAB39A3A79E35DCBEB64F5532.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_48103D85782A2B4ACB8F1794A707EF8245BF9C253CB8A3951CCAFC278278A293.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_4f6617d1950233d321f7d25f13f0295e.png,1
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_726a018a615754f1a9f6cb92e496e9a3.png,1
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_23620e569b18e567eaf3a1560436447d.png,1
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_dc18131da6fa2a1ee45ddb9becdad05d.png,1
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_acf497429911c39161674f6f875eb648.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_11D357A38E64647866EC7D994B725EAB99F98C110452C4E92894D45557045B4B.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_0161FF85C9787E98D6CF14FAEE872FB5863CA0373E7CBB108854B40ED2FAFB70.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_C0A410368E5E28020499758F7FAEB4F7EE748AF92AD5E77F89B5C12A682773DE.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_046388DABF91B6AD50EBE09930FEA92428E122B649ED39096ECFDDFB54CC205D.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_1689C7D0C82742883C7B2DD940B76287B768CAB975BB8758DDAA94955E7D929E.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_03889E36B2F73CE8C792B5B697F6DB6A8C28657839BCA0C460E45A4DC1C3256D.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_072C52ED25BC349AECD3648D4DF09364A04CF5F781E28C484EAE31A92DB04B68.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_918C23DB7B241F59C6CD752EFA16C0E7898A05E072B2218AE5F553A68A973DC8.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_34575373e4e5e16594aeb70bf92bd4da.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_169CC4D9E1B9F67BC99727B9D6982973DCE22B8585A94753DAC1FF6CC0543A49.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_C351E914C618546187194CC7CEF1D844B3D7B57BE592B08E4632DD40AD8FB179.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_09A2870F81150CDC3F4C68F1E32EA1C0B2725243DF9E4CBC1E37B9A143128794.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_de1f4fcad4acc3e5d65040a68f3073c9.png,1
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_97c607007ee524c3ea656f048c1d8795.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_3EB332DBC84F1EF75EE8C831E657DE716208CE53AAFEEA95851D09425A72F0F9.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_A520E8876A0BCC8584594CA3FE35740D41FA247DEF77EC0E744B8ABBC377A3EB.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_6cc692a7ea9eeca9b3561213d3a320eb.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_578347934C5E294699ED9B2042486D0667999F66F6744FAE5240695687BAB8C9.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_E8DBBE5161EF9A22D5318AF414A9A3E22258D12C39CCAD164ABE0418C3FDE03E.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_307dfe284df967ce250036c283c061d0.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_1D23E24AEFD5EFBE0E831AF46E7DAE8A8C5AD3587A4C8609F496304AB2670BCA.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_198A906AF5011DE201E206F5A155CEF526305D238657C0449FDA48A99A9A3803.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_0B652CE4F6CB535B2867813863AB878AB03955F98D15BC1068A178831845D281.apk.png,0
/home/ubuntu/Desktop/anh_clean_ML/image_51172A0A487C6ECB3633CB710A7BA22CEA948314607A15B66B6D82D20ADEB35C.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_744ce57ebecb30b1b58d243a1b9a5b61.png,1
/home/ubuntu/Desktop/anh_clean_ML/image_C7F4A02F6318808C5CE217A397C6C175D3FC6294324036D196F7A4E3C58E09EB.apk.png,0
/home/ubuntu/Desktop/anh_dataset_Ml/image_VirusShare_284b80fd3d6107cef506d9059db4971a.png,1
